Category
2410:Manufacture of basic iron and steel
2420:Manufacture of basic precious and other non-ferrous metals
0510:Mining of hard coal
"3510:Electric power generation, transmission and distribution"
2420:Manufacture of basic precious and other non-ferrous metals
2310:Manufacture of glass and glass products
4923:Freight transport by road
2592:Treatment and coating of metals; machining
"2394:Manufacture of cement, lime and plaster"
2310:Manufacture of glass and glass products
"3510:Electric power generation, transmission and distribution"
2410:Manufacture of basic iron and steel
2420:Manufacture of basic precious and other non-ferrous metals
"3510:Electric power generation, transmission and distribution"
2410:Manufacture of basic iron and steel
"2394:Manufacture of cement, lime and plaster"
2420:Manufacture of basic precious and other non-ferrous metals
2310:Manufacture of glass and glass products
"3510:Electric power generation, transmission and distribution"
"2394:Manufacture of cement, lime and plaster"
1610:Sawmilling and planing of wood
2410:Manufacture of basic iron and steel
"3510:Electric power generation, transmission and distribution"
2410:Manufacture of basic iron and steel
