Category
"2395:Manufacture of articles of concrete, cement and plaster"
"2395:Manufacture of articles of concrete, cement and plaster"
2410:Manufacture of basic iron and steel
"2394:Manufacture of cement, lime and plaster"
"2395:Manufacture of articles of concrete, cement and plaster"
"3510:Electric power generation, transmission and distribution"
4290:Construction of other civil engineering projects
0510:Mining of hard coal
"3510:Electric power generation, transmission and distribution"
"2394:Manufacture of cement, lime and plaster"
2410:Manufacture of basic iron and steel
1910:Manufacture of coke oven products
2410:Manufacture of basic iron and steel
"2395:Manufacture of articles of concrete, cement and plaster"
2410:Manufacture of basic iron and steel
"2394:Manufacture of cement, lime and plaster"
"2394:Manufacture of cement, lime and plaster"
4923:Freight transport by road
"3510:Electric power generation, transmission and distribution"
"2395:Manufacture of articles of concrete, cement and plaster"
